Kata,Klasifikasi
diterbitkan,VERB
dalam,ADP
The,PROPN
European,PROPN
Heart,PROPN
Journal,PROPN
pada,ADP
bulan,PROPN
April,PROPN
2007,NUM
menunjukkan,VERB
lingkar,NOUN
pinggang,NOUN
dan,CCONJ
rasio,NOUN
pinggang,NOUN
-,PUNCT
pinggul,NOUN
adalah,AUX
prediktor,NOUN
peristiwa,NOUN
kardiovaskular,ADJ
.,PUNCT
Karya,PROPN
Masmundari,PROPN
umumnya,ADV
mengambil,VERB
objek,NOUN
kehidupan,NOUN
sehari-hari,ADJ
.,PUNCT
Hal,NOUN
ini,DET
tidak,PART
berlangsung,VERB
lama,ADJ
",",PUNCT
karena,SCONJ
kemudian,ADV
diterbitkan,VERB
kembali,ADV
dalam,ADP
format,NOUN
warna,NOUN
selang,ADV
-,PUNCT
seling,ADV
(,PUNCT
setengah,ADV
berwarna,VERB
dan,CCONJ
setengah,NOUN
hitam,ADJ
-,PUNCT
putih,ADJ
),PUNCT
.,PUNCT
Dia,PRON
dikenal,VERB
karena,SCONJ
telah,AUX
membawa,VERB
perhatian,NOUN
tentang,ADP
Awam,PROPN
dalam,ADP
Konsili,PROPN
Vatikan,PROPN
II,NUM
",",PUNCT
dan,CCONJ
sebagai,ADP
pendiri,NOUN
Legio,PROPN
Maria,PROPN
.,PUNCT
Luas,NOUN
total,NOUN
area,NOUN
adalah,AUX
65.75,NUM
km²,NUM
.,PUNCT
Setelah,ADV
si,DET
Ksatria,NOUN
sampai,VERB
di,ADP
puncak,NOUN
Gunung,PROPN
Sembulungan,PROPN
",",PUNCT
ia,PRON
menjadi,VERB
sadar,ADJ
dan,CCONJ
menemukan,VERB
tiga,NUM
patung,NOUN
:,PUNCT
satu,NUM
besar,ADJ
dan,CCONJ
dua,NUM
kecil,ADJ
.,PUNCT
Ketika,SCONJ
awal,ADJ
berdiri,VERB
",",PUNCT
STM,PROPN
Negeri,PROPN
2,NUM
Tasikmalaya,PROPN
",",PUNCT
yang,PRON
dipimpin,VERB
oleh,ADP
Bapak,PROPN
R,PROPN
.,PUNCT
Surya,PROPN
Sugiarto,PROPN
",",PUNCT
BE,PROPN
",",PUNCT
mendapat,VERB
izin,NOUN
membuka,VERB
tiga,NUM
Jurusan,PROPN
yaitu,ADP
jurusan,NOUN
Mesin,PROPN
Umum,PROPN
",",PUNCT
Jurusan,PROPN
Listrik,PROPN
",",PUNCT
dan,CCONJ
Jurusan,PROPN
Bangunan,PROPN
Gedung,PROPN
.,PUNCT
Hamidah,PROPN
Idham,PROPN
",",PUNCT
atau,CCONJ
terkenalnya,_
terkenal,VERB
nya,DET
Cici,PROPN
Paramida,PROPN
(,PUNCT
),PUNCT
adalah,AUX
penyanyi,NOUN
dangdut,NOUN
dari,ADP
Indonesia,PROPN
.,PUNCT
Dian,PROPN
Hadipranowo,PROPN
atau,CCONJ
lebih,ADV
dikenal,VERB
dengan,ADP
Dian,PROPN
HP,PROPN
(,PUNCT
),PUNCT
adalah,AUX
penata,NOUN
musik,NOUN
film,NOUN
dan,CCONJ
sinetron,NOUN
serta,CCONJ
pengiring,NOUN
musik,NOUN
di,ADP
televisi,NOUN
.,PUNCT
Kekuatannya,_
Kekuatan,NOUN
nya,PRON
sebenarnya,ADV
sudah,AUX
melemah,VERB
",",PUNCT
namun,CCONJ
Pangeran,PROPN
Puger,PROPN
tepat,ADJ
waktu,NOUN
dengan,ADP
12,NUM
tentara,NOUN
.,PUNCT
Walaupun,SCONJ
database,NOUN
hierarki,NOUN
dan,CCONJ
jaringan,NOUN
hadir,VERB
sebelum,ADP
database,NOUN
relasional,ADJ
",",PUNCT
namun,CCONJ
spesifikasi,NOUN
mereka,PRON
masih,ADV
secara,ADP
keseluruhan,PRON
informal,ADJ
.,PUNCT
Konser,NOUN
bertajuk,VERB
Cross,PROPN
Genre,PROPN
Music,PROPN
ini,DET
adalah,AUX
gabungan,NOUN
beberapa,DET
genre,NOUN
musik,NOUN
seperti,ADP
jazz,PROPN
mainstream,PROPN
",",PUNCT
pop,PROPN
",",PUNCT
dan,CCONJ
progresif,PROPN
.,PUNCT
Sebagaimana,ADP
kubis-kubisan,NOUN
yang,PRON
lain,ADJ
",",PUNCT
kembang,NOUN
kol,NOUN
mengandung,VERB
zat,NOUN
antigizi,NOUN
pula,ADV
(,PUNCT
goiterogen,NOUN
",",PUNCT
"""",PUNCT
pembangkit,NOUN
kembung,NOUN
"""",PUNCT
),PUNCT
sehingga,SCONJ
perlu,ADV
dipertimbangkan,VERB
pembatasan,NOUN
konsumsinya,_
konsumsi,NOUN
nya,PRON
.,PUNCT
Gempa,PROPN
bumi,NOUN
Kepulauan,PROPN
Talaud,PROPN
2009,NUM
terjadi,VERB
12,NUM
Februari,PROPN
2009,NUM
pada,ADP
pukul,NOUN
01,NUM
:,PUNCT
34,NUM
waktu,NOUN
lokal,ADJ
(,PUNCT
11,NUM
Februari,PROPN
2009,NUM
pada,ADP
pukul,NOUN
17,NUM
:,PUNCT
34,NUM
UTC,PROPN
),PUNCT
dekat,ADJ
Kepulauan,PROPN
Talaud,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Grup,NOUN
musik,NOUN
rock,PROPN
Britania,PROPN
Raya,PROPN
seperti,ADP
Cream,PROPN
",",PUNCT
The,PROPN
Rolling,PROPN
Stones,PROPN
",",PUNCT
The,PROPN
Yardbirds,PROPN
",",PUNCT
The,PROPN
Who,PROPN
",",PUNCT
dan,CCONJ
The,PROPN
Kinks,PROPN
memodifikasi,VERB
rock,X
and,X
roll,X
dengan,SCONJ
memperkeras,VERB
suara,NOUN
",",PUNCT
memberi,VERB
riff,NOUN
gitar,NOUN
yang,PRON
lebih,ADV
berat,ADJ
",",PUNCT
serta,CCONJ
pukulan,NOUN
drum,NOUN
dan,CCONJ
vokal,NOUN
yang,PRON
semakin,ADV
bertenaga,NOUN
.,PUNCT
Bintang,NOUN
ini,DET
memiliki,VERB
nama,NOUN
tradisional,ADJ
Al,PROPN
Kaff,PROPN
Al,PROPN
Jidhmah,PROPN
II,NUM
/,PUNCT
Al,PROPN
Kaff,PROPN
al,PROPN
Jidhmah,PROPN
ath,PROPN
Thani,PROPN
/,PUNCT
Manus,PROPN
Truncata,PROPN
Secundus,PROPN
yang,PRON
berasal,VERB
dari,ADP
bahasa,NOUN
Arab,NOUN
dan,CCONJ
diterjemahkan,VERB
dalam,ADP
bahasa,NOUN
Latin,PROPN
yang,PRON
berarti,VERB
"""",PUNCT
bagian,NOUN
dari,ADP
sirip,NOUN
kedua,ADJ
"""",PUNCT
.,PUNCT
Penjaga,NOUN
pantai,NOUN
berpengalaman,VERB
dari,ADP
Los,PROPN
Angeles,PROPN
City,PROPN
hanya,ADV
ada,VERB
di,ADP
pantai-pantai,NOUN
yang,PRON
dimiliki,VERB
pemerintah,NOUN
kota,NOUN
.,PUNCT
Pasukan,PROPN
Persekutuan,PROPN
Melayu,PROPN
dapat,AUX
dipukul,VERB
mundur,VERB
",",PUNCT
sementara,SCONJ
pasukan,NOUN
Jepara,PROPN
masih,ADV
bertahan,VERB
.,PUNCT
Dasa,PROPN
Awatara,PROPN
adalah,AUX
sepuluh,NUM
Awatara,NOUN
yang,PRON
diyakini,VERB
sebagai,ADP
penjelmaan,NOUN
material,NOUN
Dewa,PROPN
Wisnu,PROPN
dalam,ADP
misi,NOUN
menyelamatkan,VERB
dunia,NOUN
.,PUNCT
It's,PROPN
Complicated,PROPN
merupakan,VERB
sebuah,DET
film,NOUN
Amerika,PROPN
Serikat,PROPN
yang,PRON
dirilis,VERB
pada,ADP
tahun,NOUN
2009,NUM
.,PUNCT
Sementara,SCONJ
itu,DET
",",PUNCT
Takagi,PROPN
yang,PRON
berada,VERB
kira-kira,ADV
sebelah,ADP
timur,NOUN
Fletcher,PROPN
(,PUNCT
),PUNCT
memberangkatkan,VERB
12,NUM
pesawat,NOUN
pengebom,NOUN
Tipe,PROPN
97,NUM
pada,ADP
pukul,NOUN
06.00,NUM
sebagai,ADP
pesawat,NOUN
pencari,NOUN
kapal-kapal,NOUN
TF17,PROPN
.,PUNCT
Hara,PROPN
memperkirakan,VERB
kapal-kapal,NOUN
Fletcher,PROPN
berada,VERB
di,ADP
selatan,NOUN
dan,CCONJ
menyarankan,VERB
Takagi,PROPN
untuk,SCONJ
mengerahkan,VERB
pesawat,NOUN
pencari,NOUN
ke,ADP
kawasan,NOUN
tersebut,DET
.,PUNCT
Mereka,PRON
punya,VERB
satu,NUM
anak,NOUN
perempuan,ADJ
",",PUNCT
Marta,PROPN
Kaczyńska,PROPN
-,PUNCT
Dubieniecka,PROPN
",",PUNCT
dan,CCONJ
dua,NUM
cucu,NOUN
bernama,VERB
Ewa,PROPN
dan,CCONJ
Martyna,PROPN
.,PUNCT
PT,PROPN
Sampoerna,PROPN
Telekomunikasi,NOUN
Indonesia,PROPN
(,PUNCT
STI,PROPN
atau,CCONJ
Sampoerna,PROPN
Telekom,PROPN
),PUNCT
merupakan,VERB
penyedia,NOUN
jasa,NOUN
telekomunikasi,NOUN
selular,NOUN
mobilitas,NOUN
penuh,ADJ
di,ADP
Indonesia,PROPN
.,PUNCT
Desa,PROPN
ini,DET
memiliki,VERB
kodepos,NOUN
86262,NUM
.,PUNCT
Pada,ADP
tanggal,NOUN
28,NUM
November,PROPN
1934,NUM
mahasiswa,NOUN
tingkat,NOUN
2,NUM
di,ADP
bawah,NOUN
bimbingan,NOUN
Prof,PROPN
.,PUNCT
Ir,PROPN
.,PUNCT
Amons,PROPN
meninjau,VERB
ke,ADP
pembakaran,NOUN
kapur,NOUN
di,ADP
Cipatat,PROPN
dan,CCONJ
tempat,NOUN
penggalian,NOUN
batuan,NOUN
andesit,NOUN
di,ADP
Gunung,PROPN
Misigit,PROPN
.,PUNCT
Ada,VERB
pendapat,NOUN
bahwa,SCONJ
ia,PRON
sempat,ADV
memerintah,VERB
bersama,ADP
dengan,ADP
ayahnya,_
ayah,NOUN
nya,PRON
",",PUNCT
Asa,PROPN
lebih,ADV
kurang,ADV
3,NUM
tahun,NOUN
.,PUNCT
Hapingin,PROPN
adalah,AUX
salah,ADJ
satu,NUM
desa,NOUN
di,ADP
wilayah,NOUN
kecamatan,PROPN
Batang,PROPN
Alai,PROPN
Utara,PROPN
",",PUNCT
Kabupaten,PROPN
Hulu,PROPN
Sungai,PROPN
Tengah,PROPN
",",PUNCT
Provinsi,PROPN
Kalimantan,PROPN
Selatan,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Untuk,SCONJ
melaksanakan,VERB
tugas,NOUN
pokok,NOUN
tersebut,DET
Dinas,NOUN
Tenaga,NOUN
Kerja,VERB
Dan,CCONJ
Transmigrasi,NOUN
Kabupaten,PROPN
Ogan,PROPN
Komering,PROPN
Ilir,PROPN
berfungsi,VERB
merumuskan,VERB
kebijaksanaan,NOUN
sistem,NOUN
kesehatan,NOUN
Kabupaten,PROPN
dan,CCONJ
melaksanakan,VERB
kegiatan,NOUN
teknis,ADJ
operasional,ADJ
di,ADP
bidang,NOUN
kesehatan,NOUN
",",PUNCT
yang,PRON
di,VERB
laksanakan,VERB
oleh,ADP
Pemerintah,NOUN
di,ADP
Kabupaten,PROPN
Ogan,PROPN
Komering,PROPN
Ilir,PROPN
.,PUNCT
Dinas,PROPN
ini,DET
berada,VERB
dibawah,ADP
dan,CCONJ
bertanggung,VERB
jawab,NOUN
langsung,ADJ
kepada,ADP
Bupati,NOUN
Ogan,PROPN
Komering,PROPN
Ilir,PROPN
.,PUNCT
Maksud,NOUN
dan,CCONJ
tujuan,NOUN
pembentukan,NOUN
Dinas,NOUN
Tenaga,NOUN
Kerja,VERB
Dan,CCONJ
Transmigrasi,NOUN
Kabupaten,PROPN
Ogan,PROPN
Komering,PROPN
Ilir,PROPN
",",PUNCT
sebagaimana,SCONJ
tercantum,VERB
dalam,ADP
peraturan,NOUN
Daerah,PROPN
Kabupaten,PROPN
Ogan,PROPN
Komering,PROPN
Ilir,PROPN
",",PUNCT
Nomor,NOUN
9,NUM
Tahun,NOUN
2002,NUM
yaitu,ADP
:,PUNCT
a,PROPN
.,PUNCT
Bahwa,SCONJ
untuk,SCONJ
meningkatkan,VERB
dan,CCONJ
mengembangkan,VERB
bidang,NOUN
Kesehatan,PROPN
yang,PRON
telah,AUX
dilaksanakan,VERB
di,ADP
Kabupaten,PROPN
Ogan,PROPN
Komering,PROPN
Ilir,PROPN
",",PUNCT
telah,AUX
dibentuk,VERB
Dinas,NOUN
Tenaga,NOUN
Kerja,VERB
Dan,CCONJ
Transmigrasi,PROPN
Kabupaten,PROPN
Ogan,PROPN
Komering,PROPN
Ilir,PROPN
.,PUNCT
b,PROPN
.,PUNCT
Bahwa,SCONJ
agar,ADP
Dinas,NOUN
Tenaga,NOUN
Kerja,VERB
Dan,CCONJ
Transmigrasi,NOUN
Kabupaten,PROPN
Ogan,PROPN
Komering,PROPN
Ilir,PROPN
dapat,AUX
melaksakan,VERB
tugasnya,_
tugas,NOUN
nya,PRON
secara,ADP
berdaya,VERB
guna,NOUN
dan,CCONJ
berhasil,VERB
dipandang,VERB
perlu,ADV
untuk,SCONJ
menetapkan,VERB
susunan,NOUN
Organisasi,PROPN
dan,CCONJ
Tata,PROPN
Kerja,PROPN
Dinas,NOUN
Tenaga,NOUN
Kerja,VERB
Dan,CCONJ
Transmigrasi,NOUN
Kabupaten,PROPN
Ogan,PROPN
Komering,PROPN
Ilir,PROPN
.,PUNCT
1,NUM
.,PUNCT
Kedudukan,NOUN
",",PUNCT
Tugas,PROPN
Pokok,PROPN
",",PUNCT
dan,CCONJ
Fungsi,NOUN
.,PUNCT
Jilid,PROPN
pertama,ADJ
ini,DET
dirilis,VERB
pada,ADP
18,NUM
Juni,NOUN
1994,NUM
;,PUNCT
sampai,ADP
dengan,ADP
Oktober,PROPN
2012,NUM
",",PUNCT
76,NUM
volume,PROPN
telah,AUX
dirilis,VERB
.,PUNCT
Pada,ADP
musim,NOUN
panas,ADJ
2007,NUM
",",PUNCT
dia,PRON
pindah,VERB
ke,ADP
Torino,PROPN
FC,PROPN
",",PUNCT
kemudian,SCONJ
pada,ADP
4,NUM
Juli,PROPN
2009,NUM
Dia,PRON
dibeli,VERB
oleh,ADP
ACF,PROPN
Fiorentina,PROPN
dengan,ADP
lama,NOUN
kontrak,NOUN
3,NUM
tahun,NOUN
.,PUNCT
Di,ADP
Amerika,PROPN
perusahaan,NOUN
yang,PRON
melakukan,VERB
penerbitan,NOUN
surat,NOUN
berharga,NOUN
komersial,ADJ
secara,ADP
langsung,ADJ
ini,DET
dapat,AUX
menghemat,VERB
3,NUM
basis,NOUN
poin,NOUN
(,PUNCT
1,NUM
basis,VERB
poin,NOUN
=,SYM
1,NUM
/,PUNCT
10000,NUM
%,SYM
),PUNCT
setahunnya,_
setahun,NOUN
nya,PRON
.,PUNCT
Di,ADP
Phthia,PROPN
",",PUNCT
Peleus,PROPN
disucikan,VERB
oleh,ADP
Eurition,PROPN
dan,CCONJ
kemudian,ADV
menikahi,VERB
Antigone,PROPN
",",PUNCT
putri,PROPN
Eurition,PROPN
.,PUNCT
Apa,PRON
itu,DET
media,NOUN
baru,ADJ
?,PUNCT
Cherrybelle,PROPN
memiliki,VERB
konsep,NOUN
fun,PROPN
teen,PROPN
girl,PROPN
",",PUNCT
singing,NOUN
-,PUNCT
dance,PROPN
skill,PROPN
yang,PRON
baik,ADJ
",",PUNCT
dan,CCONJ
good,PROPN
looking,PROPN
with,PROPN
star,PROPN
aura,PROPN
.,PUNCT
Bandar,PROPN
Udara,PROPN
Hinton,PROPN
/,PUNCT
Jasper,PROPN
-,PUNCT
Hinton,PROPN
",",PUNCT
terletak,VERB
9.5,NUM
mil,NOUN
(,PUNCT
17.59,NUM
km,NOUN
),PUNCT
baratdaya,NOUN
Hinton,PROPN
",",PUNCT
Alberta,PROPN
",",PUNCT
Kanada,PROPN
.,PUNCT
Setelah,SCONJ
sempat,ADV
hidup,ADJ
terpisah,VERB
",",PUNCT
pernikahan,NOUN
Hibari,PROPN
dan,CCONJ
Kobayashi,PROPN
berakhir,VERB
setelah,ADP
berlangsung,VERB
hanya,ADV
dua,NUM
tahun,NOUN
.,PUNCT
Protein,PROPN
reseptor,NOUN
impor,NOUN
peroksisom,PROPN
yang,PRON
larut,VERB
dalam,ADP
sitosol,PROPN
(,PUNCT
Pex2,NOUN
atau,CCONJ
Pex5,NOUN
),PUNCT
mengenali,VERB
protein,NOUN
peroksisom,PROPN
di,ADP
sitosol,PROPN
yang,PRON
mengandung,VERB
tiga,NUM
sekuens,NOUN
asam,PROPN
amino,PROPN
spesifik,ADJ
di,ADP
ujung,NOUN
N,PROPN
atau,CCONJ
ujung,NOUN
C,PROPN
.,PUNCT
Pex2,PROPN
atau,CCONJ
Pex5,PROPN
mengangkut,VERB
protein,NOUN
ke,ADP
dalam,ADP
peroksisom,PROPN
dengan,ADP
bantuan,NOUN
protein,NOUN
membran,NOUN
peroksisom,PROPN
.,PUNCT
ALERGI,NOUN
BISA,AUX
DIATASI,VERB
",",PUNCT
MENGAPA,ADV
TIDAK,PART
?,PUNCT
Lembaga,PROPN
yang,PRON
mengemban,VERB
misi,NOUN
besar,ADJ
dalam,ADP
mengembangkan,VERB
pasar,NOUN
modal,ADJ
Indonesia,PROPN
ini,DET
dituntut,VERB
membawa,VERB
akselarasi,NOUN
pertumbuhan,NOUN
pasar,NOUN
modal,ADJ
.,PUNCT
Bagaimana,ADV
Ferry,PROPN
dan,CCONJ
kawan-kawan,NOUN
dapat,AUX
menghadapi,VERB
masalah,NOUN
yang,PRON
kini,ADV
datang,VERB
dan,CCONJ
semakin,ADV
lama,ADJ
semakin,ADV
menimbulkan,VERB
konflik,NOUN
pada,ADP
persahabatan,NOUN
mereka,PRON
?,PUNCT
Ibunya,_
Ibu,NOUN
nya,PRON
seorang,DET
puteri,NOUN
Sriwijaya,PROPN
dan,CCONJ
masih,ADV
kerabat,NOUN
dekat,ADJ
Raja,PROPN
Wurawuri,PROPN
.,PUNCT
Bandar,PROPN
Abbas,PROPN
(,PUNCT
Parsi,PROPN
:,PUNCT
بندر,PROPN
عباس,PROPN
),PUNCT
merupakan,VERB
kota,NOUN
yang,PRON
terletak,VERB
di,ADP
sebelah,ADP
selatan,NOUN
Iran,PROPN
.,PUNCT
Penduduknya,_
Penduduk,NOUN
nya,PRON
berjumlah,VERB
352.000,NUM
jiwa,NOUN
(,PUNCT
2005,NUM
),PUNCT
.,PUNCT
Benarkah,_
Benar,ADJ
kah,PART
demikian,PRON
?,PUNCT
Hujan,PROPN
abu,NOUN
/,PUNCT
pasir,NOUN
sempat,ADV
membuat,VERB
kerusakan,NOUN
pada,ADP
rumah-rumah,NOUN
warga,NOUN
dan,CCONJ
hampir,ADV
semua,DET
tanaman,NOUN
tumbang,VERB
sehingga,SCONJ
sementara,ADJ
waktu,NOUN
menghancurkan,VERB
sebagian,DET
sumber,NOUN
pencaharian,NOUN
penduduk,NOUN
",",PUNCT
seperti,ADP
rusaknya,_
rusak,ADJ
nya,DET
pohon,NOUN
kelapa,NOUN
",",PUNCT
salak,NOUN
",",PUNCT
dan,CCONJ
padi,NOUN
serta,CCONJ
palawija,NOUN
.,PUNCT
Meskipun,SCONJ
awalnya,ADV
ia,PRON
berhasil,VERB
menjatuhkan,VERB
perisai,NOUN
Phillip,PROPN
",",PUNCT
ketiga,NUM
peri,NOUN
memberi,VERB
kekuatan,NOUN
mereka,PRON
di,ADP
dalam,ADP
pedang,NOUN
pangeran,PROPN
Phillip,PROPN
",",PUNCT
yang,PRON
langsung,ADV
ia,PRON
lempar,VERB
ke,ADP
arah,NOUN
perut,NOUN
Maleficent,PROPN
dalam,ADP
bentuk,NOUN
naga,NOUN
",",PUNCT
mengenai,VERB
jantungnya,_
jantung,NOUN
nya,PRON
.,PUNCT
Ia,PRON
lulus,VERB
dari,ADP
University,PROPN
College,PROPN
Dublin,PROPN
.,PUNCT
Dialek,PROPN
Timur,PROPN
Laut,PROPN
adalah,AUX
dialek,NOUN
di,ADP
sekitar,ADP
Kabupaten,PROPN
Cirebon,PROPN
",",PUNCT
Kabupaten,PROPN
Kuningan,PROPN
juga,ADV
sebagian,DET
Kabupaten,PROPN
Brebes,PROPN
dan,CCONJ
Kabupaten,PROPN
Tegal,PROPN
di,ADP
Jawa,PROPN
Tengah,PROPN
.,PUNCT
John,PROPN
Nance,PROPN
Garner,PROPN
lahir,VERB
di,ADP
dekat,ADJ
Detroit,PROPN
",",PUNCT
Red,PROPN
River,PROPN
County,PROPN
",",PUNCT
Texas,PROPN
",",PUNCT
pada,ADP
22,NUM
November,PROPN
1868,NUM
.,PUNCT
Pada,ADP
tahun,NOUN
yang,PRON
sama,ADJ
ia,PRON
juga,ADV
mendirikan,VERB
Java,PROPN
Instituut,PROPN
dan,CCONJ
sejak,ADP
tahun,NOUN
1921,NUM
menjadi,VERB
redaktur,NOUN
majalah,NOUN
Djawa,PROPN
yang,PRON
diterbitkan,VERB
oleh,ADP
lembaga,NOUN
tersebut,DET
bersama,ADV
sama,ADV
dengan,ADP
Raden,PROPN
Ngabehi,PROPN
Purbacaraka,PROPN
(,PUNCT
Poerbatjaraka,PROPN
),PUNCT
.,PUNCT
Bulan,PROPN
Februari,PROPN
2009,NUM
diumumkan,VERB
bahwa,SCONJ
ESA,PROPN
/,PUNCT
NASA,PROPN
telah,AUX
memberi,VERB
misi,NOUN
ini,DET
prioritas,NOUN
terhadap,ADP
Titan,PROPN
Saturn,PROPN
System,PROPN
Mission,PROPN
.,PUNCT
Bila,SCONJ
pelaku,NOUN
panggilan,NOUN
ingin,VERB
layanan,NOUN
pertolongan,NOUN
yang,PRON
lebih,ADV
lagi,ADV
",",PUNCT
maka,SCONJ
panggilan,NOUN
akan,AUX
diteruskan,VERB
ke,ADP
tingkatan,NOUN
ketiga,ADJ
yang,PRON
dibentuk,VERB
oleh,ADP
para,DET
pengembang,NOUN
produk,NOUN
layanan,NOUN
atau,CCONJ
pegawai,NOUN
dengan,ADP
skil,NOUN
teknik,NOUN
yang,PRON
tinggi,ADJ
atau,CCONJ
produk,NOUN
layanan,NOUN
yang,PRON
ditawarkan,VERB
.,PUNCT
Burung,NOUN
Kutilang,PROPN
juga,ADV
memiliki,VERB
kebiasaan,NOUN
menaikan,VERB
jambulnya,NOUN
bila,SCONJ
senang,VERB
maupun,CCONJ
ingin,AUX
buang,VERB
air,NOUN
besar,ADJ
.,PUNCT
Masmundari,PROPN
pernah,ADV
memperoleh,VERB
beberapa,DET
penghargaan,NOUN
",",PUNCT
termasuk,VERB
undangan,NOUN
ke,ADP
Istana,PROPN
Negara,PROPN
dari,ADP
Presiden,PROPN
Soeharto,PROPN
.,PUNCT
Ramadhan,PROPN
Kusambut,PROPN
merupakan,VERB
sebuah,DET
album,NOUN
musik,NOUN
karya,NOUN
penyanyi,NOUN
dan,CCONJ
aktor,NOUN
Indonesia,PROPN
",",PUNCT
Rano,PROPN
Karno,PROPN
.,PUNCT
Generasi,PROPN
kedua,ADJ
modem,NOUN
nirkabel,ADJ
dikembangkan,VERB
FCC,PROPN
segera,ADV
setelah,ADP
pengumuman,NOUN
di,ADP
band,NOUN
eksperimental,ADJ
untuk,ADP
non-militer,ADJ
penggunaan,NOUN
spektrum,NOUN
penyebaran,NOUN
teknologi,NOUN
.,PUNCT
Obonk,PROPN
Steak,PROPN
memang,ADV
sudah,AUX
cukup,ADV
lama,ADJ
berdiri,VERB
di,ADP
Yogyakarta,PROPN
dan,CCONJ
sasaran,NOUN
konsumen,NOUN
restoran,NOUN
ini,DET
adalah,AUX
kelas,NOUN
menengah,NOUN
ke,ADP
atas,ADP
.,PUNCT
ASCO,PROPN
merupakan,VERB
akronim,NOUN
dari,ADP
atherothrombosis,NOUN
",",PUNCT
small,ADJ
vessel,NOUN
disease,NOUN
",",PUNCT
cardiac,ADJ
causes,NOUN
",",PUNCT
and,X
other,NOUN
uncommon,ADJ
causes,NOUN
.,PUNCT
"""",PUNCT
One,PROPN
Year,PROPN
Later,PROPN
"""",PUNCT
adalah,AUX
lagu,NOUN
dengan,SCONJ
berjenis,VERB
musik,NOUN
ballad,NOUN
yang,PRON
dinyanyikan,VERB
oleh,ADP
Jessica,PROPN
dan,CCONJ
Onew,PROPN
(,PUNCT
ketua,NOUN
dari,ADP
SHINee,PROPN
),PUNCT
.,PUNCT
WWE,PROPN
Fatal,PROPN
4,NUM
-,PUNCT
Way,NOUN
adalah,AUX
acara,NOUN
Bayar,NOUN
-,PUNCT
per,DET
-,PUNCT
tayang,NOUN
dihasilkan,VERB
oleh,ADP
World,PROPN
Wrestling,PROPN
Entertainment,PROPN
(,PUNCT
WWE,PROPN
),PUNCT
.,PUNCT
Bagaimana,ADV
dengan,ADP
kaum,NOUN
laki-laki,NOUN
",",PUNCT
apakah,_
apa,ADV
kah,PART
kalian,PRON
mau,AUX
direndam,VERB
dalam,ADP
air,NOUN
yang,PRON
kotor,ADJ
seperti,ADP
itu,DET
?,PUNCT
Aksum,PROPN
adalah,AUX
kota,NOUN
yang,PRON
terletak,VERB
di,ADP
Ethiopia,PROPN
utara,PROPN
yang,PRON
dinamai,VERB
dari,ADP
Kerajaan,PROPN
Aksum,PROPN
",",PUNCT
kekuatan,NOUN
laut,NOUN
dan,CCONJ
perdagangan,NOUN
yang,PRON
menguasai,VERB
wilayah,NOUN
tersebut,DET
sekitar,ADP
dari,ADP
tahun,NOUN
400,NUM
SM,NOUN
hingga,ADP
abad,NOUN
ke-10,ADJ
.,PUNCT
Pemberontakannya,_
Pemberontakan,NOUN
nya,PRON
memengaruhi,VERB
seorang,DET
pemimpin,NOUN
pemberontak,NOUN
lain,ADJ
bernama,VERB
Xu,PROPN
Yuanlang,PROPN
",",PUNCT
yang,PRON
sebelumnya,ADV
telah,AUX
menyerah,VERB
pada,ADP
Tang,PROPN
",",PUNCT
Xu,PROPN
kini,NOUN
bergabung,VERB
bersama,ADP
Liu,PROPN
sebagai,ADP
pemberontak,NOUN
.,PUNCT
Istilah,NOUN
"""",PUNCT
teh,NOUN
"""",PUNCT
juga,ADV
digunakan,VERB
untuk,ADP
minuman,NOUN
yang,PRON
dibuat,VERB
dari,ADP
buah,NOUN
",",PUNCT
rempah-rempah,NOUN
atau,CCONJ
tanaman,NOUN
obat,NOUN
lain,ADJ
yang,PRON
diseduh,VERB
",",PUNCT
misalnya,NOUN
",",PUNCT
teh,NOUN
rosehip,PROPN
",",PUNCT
camomile,PROPN
",",PUNCT
krisan,NOUN
dan,CCONJ
Jiaogulan,PROPN
.,PUNCT
Dalam,ADP
prasasti,NOUN
itu,DET
juga,ADV
disebut,VERB
adanya,VERB
nama,VERB
seorang,DET
raja,NOUN
bernama,VERB
Dharmawangsa,PROPN
",",PUNCT
namun,CCONJ
hubungannya,_
hubungan,NOUN
nya,PRON
dengan,ADP
Makutawangsawardhana,PROPN
tidak,PART
dijelaskan,VERB
.,PUNCT
Sebelumnya,ADV
",",PUNCT
masih,ADV
berbentuk,VERB
BI,PROPN
Negeri,PROPN
bersama,ADP
BI,PROPN
Bahasa,PROPN
Indonesia,PROPN
.,PUNCT
Bangkle,PROPN
adalah,AUX
kelurahan,NOUN
di,ADP
kecamatan,PROPN
Blora,PROPN
",",PUNCT
Blora,PROPN
",",PUNCT
Jawa,PROPN
Tengah,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Gelar,PROPN
tersebut,DET
merupakan,VERB
gelar,NOUN
yang,PRON
cukup,ADV
tinggi,ADJ
(,PUNCT
Kepala,NOUN
Adat,NOUN
Besar,PROPN
),PUNCT
",",PUNCT
namun,CCONJ
gelar,NOUN
tersebut,DET
di,ADP
Kalimantan,PROPN
Barat,PROPN
hanya,ADV
